ID,Configuracao,Qnt. Veiculos,Custo Individual,Custo Medio
55,lane_lane-FG;2-EF;2,150,181,397.6
51,lane_lane-FG;2-EF;2,50,104,397.6
51,lane_lane-FG;2-EF;2,100,127,397.6
51,lane_lane-FG;2-EF;2,200,466,397.6
53,lane_lane-FG;2-EF;2,250,1110,397.6
53,lane_lane-FG;2-EF;2,150,181,397.6
53,lane_lane-FG;2-EF;2,200,466,397.6
53,lane_lane-FG;2-EF;2,100,127,397.6
52,lane_lane-FG;2-EF;2,100,127,397.6
51,lane_lane-FG;2-EF;2,250,1110,397.6
54,lane_lane-FG;2-EF;2,100,127,397.6
54,lane_lane-FG;2-EF;2,200,466,397.6
54,lane_lane-FG;2-EF;2,150,181,397.6
49,lane_lane-FG;2-EF;2,250,1110,397.6
54,lane_lane-FG;2-EF;2,50,104,397.6
55,lane_lane-FG;2-EF;2,200,466,397.6
49,lane_lane-FG;2-EF;2,100,127,397.6
51,lane_lane-FG;2-EF;2,150,181,397.6
55,lane_lane-FG;2-EF;2,50,104,397.6
55,lane_lane-FG;2-EF;2,100,127,397.6
55,lane_lane-FG;2-EF;2,250,1110,397.6
52,lane_lane-FG;2-EF;2,150,181,397.6
49,lane_lane-FG;2-EF;2,200,466,397.6
54,lane_lane-FG;2-EF;2,250,1110,397.6
49,lane_lane-FG;2-EF;2,50,104,397.6
52,lane_lane-FG;2-EF;2,50,104,397.6
53,lane_lane-FG;2-EF;2,50,104,397.6
52,lane_lane-FG;2-EF;2,250,1110,397.6
52,lane_lane-FG;2-EF;2,200,466,397.6
49,lane_lane-FG;2-EF;2,150,181,397.6
43,lane_lane-CM;2-EF;2,100,440,536.6
43,lane_lane-CM;2-EF;2,150,448,536.6
37,lane_lane-CM;2-EF;2,250,1205,536.6
43,lane_lane-CM;2-EF;2,50,88,536.6
15,lane_lane-CM;2-EF;2,250,1205,536.6
37,lane_lane-CM;2-EF;2,150,448,536.6
43,lane_lane-CM;2-EF;2,250,1205,536.6
15,lane_lane-CM;2-EF;2,50,88,536.6
37,lane_lane-CM;2-EF;2,50,88,536.6
37,lane_lane-CM;2-EF;2,200,502,536.6
37,lane_lane-CM;2-EF;2,100,440,536.6
15,lane_lane-CM;2-EF;2,150,448,536.6
43,lane_lane-CM;2-EF;2,200,502,536.6
15,lane_lane-CM;2-EF;2,200,502,536.6
15,lane_lane-CM;2-EF;2,100,440,536.6
50,net_net-EJ-BC,200,489,681.8
32,net_net-EJ-BC,250,1652,681.8
50,net_net-EJ-BC,250,1652,681.8
50,net_net-EJ-BC,100,436,681.8
50,net_net-EJ-BC,50,88,681.8
32,net_net-EJ-BC,100,436,681.8
32,net_net-EJ-BC,200,489,681.8
32,net_net-EJ-BC,50,88,681.8
32,net_net-EJ-BC,150,744,681.8
50,net_net-EJ-BC,150,744,681.8
23,net_net-EJ-AD,250,1960,692.6
23,net_net-EJ-AD,200,469,692.6
23,net_net-EJ-AD,50,97,692.6
23,net_net-EJ-AD,100,148,692.6
23,net_net-EJ-AD,150,789,692.6
44,lane_lane-EI;2-HL;2,50,94,695.4
44,lane_lane-EI;2-HL;2,100,699,695.4
44,lane_lane-EI;2-HL;2,150,767,695.4
44,lane_lane-EI;2-HL;2,200,227,695.4
45,lane_lane-EI;2-HL;2,250,1690,695.4
44,lane_lane-EI;2-HL;2,250,1690,695.4
45,lane_lane-EI;2-HL;2,150,767,695.4
41,lane_lane-EI;2-HL;2,100,699,695.4
41,lane_lane-EI;2-HL;2,250,1690,695.4
41,lane_lane-EI;2-HL;2,200,227,695.4
41,lane_lane-EI;2-HL;2,150,767,695.4
19,lane_lane-EI;2-HL;2,100,699,695.4
48,lane_lane-EI;2-HL;2,200,227,695.4
48,lane_lane-EI;2-HL;2,250,1690,695.4
19,lane_lane-EI;2-HL;2,250,1690,695.4
45,lane_lane-EI;2-HL;2,100,699,695.4
45,lane_lane-EI;2-HL;2,200,227,695.4
19,lane_lane-EI;2-HL;2,50,94,695.4
41,lane_lane-EI;2-HL;2,50,94,695.4
48,lane_lane-EI;2-HL;2,150,767,695.4
48,lane_lane-EI;2-HL;2,50,94,695.4
45,lane_lane-EI;2-HL;2,50,94,695.4
19,lane_lane-EI;2-HL;2,200,227,695.4
48,lane_lane-EI;2-HL;2,100,699,695.4
19,lane_lane-EI;2-HL;2,150,767,695.4
16,lane_lane-GH;2-DE;2,100,716,708.4
16,lane_lane-GH;2-DE;2,50,93,708.4
16,lane_lane-GH;2-DE;2,200,533,708.4
16,lane_lane-GH;2-DE;2,150,767,708.4
16,lane_lane-GH;2-DE;2,250,1433,708.4
12,lane_net-IM;2-EJ,200,716,748.8
12,lane_net-IM;2-EJ,100,448,748.8
12,lane_net-IM;2-EJ,50,94,748.8
12,lane_net-IM;2-EJ,150,479,748.8
12,lane_net-IM;2-EJ,250,2007,748.8
40,lane_lane-DE;2-IM;2,200,491,755.8
40,lane_lane-DE;2-IM;2,50,94,755.8
40,lane_lane-DE;2-IM;2,100,722,755.8
40,lane_lane-DE;2-IM;2,150,1040,755.8
40,lane_lane-DE;2-IM;2,250,1432,755.8
22,net_net-BC-EL,250,2067,772.0
22,net_net-BC-EL,100,412,772.0
22,net_net-BC-EL,150,734,772.0
22,net_net-BC-EL,50,98,772.0
22,net_net-BC-EL,200,549,772.0
3,lane_lane-GK;2-DE;2,100,712,781.0
3,lane_lane-GK;2-DE;2,200,734,781.0
3,lane_lane-GK;2-DE;2,50,89,781.0
3,lane_lane-GK;2-DE;2,250,1396,781.0
3,lane_lane-GK;2-DE;2,150,974,781.0
38,lane_net-EI;2-EJ,150,1317,786.2
35,lane_net-EI;2-EJ,250,1664,786.2
38,lane_net-EI;2-EJ,100,451,786.2
38,lane_net-EI;2-EJ,200,407,786.2
9,lane_net-EI;2-EJ,150,1317,786.2
35,lane_net-EI;2-EJ,200,407,786.2
9,lane_net-EI;2-EJ,100,451,786.2
9,lane_net-EI;2-EJ,250,1664,786.2
35,lane_net-EI;2-EJ,150,1317,786.2
35,lane_net-EI;2-EJ,50,92,786.2
9,lane_net-EI;2-EJ,200,407,786.2
38,lane_net-EI;2-EJ,50,92,786.2
38,lane_net-EI;2-EJ,250,1664,786.2
9,lane_net-EI;2-EJ,50,92,786.2
35,lane_net-EI;2-EJ,100,451,786.2
