ID,Configuracao,Qnt. Veiculos,Custo Individual,Custo Medio
26,lane_net-EF;2-FI,50,83,525.1999999999999
26,lane_net-EF;2-FI,100,136,525.1999999999999
26,lane_net-EF;2-FI,150,473,525.1999999999999
26,lane_net-EF;2-FI,200,462,525.1999999999999
26,lane_net-EF;2-FI,250,1472,525.1999999999999
14,lane_lane-EF;2-IJ;2,50,104,526.0
14,lane_lane-EF;2-IJ;2,100,138,526.0
14,lane_lane-EF;2-IJ;2,150,201,526.0
14,lane_lane-EF;2-IJ;2,200,493,526.0
14,lane_lane-EF;2-IJ;2,250,1694,526.0
38,lane_net-EF;2-HK,50,93,566.2
38,lane_net-EF;2-HK,100,444,566.2
38,lane_net-EF;2-HK,150,721,566.2
38,lane_net-EF;2-HK,200,469,566.2
38,lane_net-EF;2-HK,250,1104,566.2
8,lane_net-AE;2-FI,50,93,579.0
8,lane_net-AE;2-FI,100,432,579.0
8,lane_net-AE;2-FI,150,490,579.0
8,lane_net-AE;2-FI,200,447,579.0
8,lane_net-AE;2-FI,250,1433,579.0
11,lane_lane-EI;2-EF;2,50,92,583.4000000000001
11,lane_lane-EI;2-EF;2,100,147,583.4000000000001
11,lane_lane-EI;2-EF;2,150,469,583.4000000000001
11,lane_lane-EI;2-EF;2,200,226,583.4000000000001
11,lane_lane-EI;2-EF;2,250,1983,583.4000000000001
29,lane_lane-EF;2-EI;2,50,92,583.4000000000001
29,lane_lane-EF;2-EI;2,100,147,583.4000000000001
29,lane_lane-EF;2-EI;2,150,469,583.4000000000001
29,lane_lane-EF;2-EI;2,200,226,583.4000000000001
29,lane_lane-EF;2-EI;2,250,1983,583.4000000000001
18,lane_lane-JK;2-EI;2,50,93,595.2
18,lane_lane-JK;2-EI;2,100,433,595.2
18,lane_lane-JK;2-EI;2,150,787,595.2
18,lane_lane-JK;2-EI;2,200,239,595.2
18,lane_lane-JK;2-EI;2,250,1424,595.2
59,lane_lane-GH;2-AE;2,50,95,720.6
59,lane_lane-GH;2-AE;2,100,438,720.6
59,lane_lane-GH;2-AE;2,150,785,720.6
59,lane_lane-GH;2-AE;2,200,802,720.6
59,lane_lane-GH;2-AE;2,250,1483,720.6
17,net_net-JM-EJ,50,83,737.4
17,net_net-JM-EJ,100,424,737.4
17,net_net-JM-EJ,150,469,737.4
17,net_net-JM-EJ,200,1061,737.4
17,net_net-JM-EJ,250,1650,737.4
44,lane_net-DE;2-GJ,50,93,745.1999999999999
44,lane_net-DE;2-GJ,100,717,745.1999999999999
44,lane_net-DE;2-GJ,150,751,745.1999999999999
44,lane_net-DE;2-GJ,200,733,745.1999999999999
44,lane_net-DE;2-GJ,250,1432,745.1999999999999
36,net_net-AF-CJ,50,90,746.8000000000001
36,net_net-AF-CJ,100,722,746.8000000000001
36,net_net-AF-CJ,150,501,746.8000000000001
36,net_net-AF-CJ,200,468,746.8000000000001
36,net_net-AF-CJ,250,1953,746.8000000000001
50,net_net-BC-EL,50,98,749.2
50,net_net-BC-EL,100,404,749.2
50,net_net-BC-EL,150,725,749.2
50,net_net-BC-EL,200,458,749.2
50,net_net-BC-EL,250,2061,749.2
48,lane_net-AL;2-KM,50,111,752.2
48,lane_net-AL;2-KM,100,435,752.2
48,lane_net-AL;2-KM,150,787,752.2
48,lane_net-AL;2-KM,200,752,752.2
48,lane_net-AL;2-KM,250,1676,752.2
12,net_net-EJ-BG,50,94,761.0
12,net_net-EJ-BG,100,717,761.0
12,net_net-EJ-BG,150,758,761.0
12,net_net-EJ-BG,200,486,761.0
12,net_net-EJ-BG,250,1750,761.0
55,lane_net-DE;2-FI,50,83,773.8
55,lane_net-DE;2-FI,100,684,773.8
55,lane_net-DE;2-FI,150,710,773.8
55,lane_net-DE;2-FI,200,711,773.8
55,lane_net-DE;2-FI,250,1681,773.8
52,lane_net-IJ;2-GJ,50,110,787.0
52,lane_net-IJ;2-GJ,100,703,787.0
52,lane_net-IJ;2-GJ,150,1029,787.0
52,lane_net-IJ;2-GJ,200,697,787.0
52,lane_net-IJ;2-GJ,250,1396,787.0
15,net_net-FI-JM,50,87,787.4
15,net_net-FI-JM,100,705,787.4
15,net_net-FI-JM,150,737,787.4
15,net_net-FI-JM,200,718,787.4
15,net_net-FI-JM,250,1690,787.4
4,lane_net-IJ;2-GL,50,109,812.0
4,lane_net-IJ;2-GL,100,702,812.0
4,lane_net-IJ;2-GL,150,1022,812.0
4,lane_net-IJ;2-GL,200,721,812.0
4,lane_net-IJ;2-GL,250,1506,812.0
46,lane_lane-IJ;2-GH;2,50,117,813.2
46,lane_lane-IJ;2-GH;2,100,705,813.2
46,lane_lane-IJ;2-GH;2,150,749,813.2
46,lane_lane-IJ;2-GH;2,200,724,813.2
46,lane_lane-IJ;2-GH;2,250,1771,813.2
39,lane_lane-FG;2-DE;2,50,99,813.4000000000001
39,lane_lane-FG;2-DE;2,100,704,813.4000000000001
39,lane_lane-FG;2-DE;2,150,1060,813.4000000000001
39,lane_lane-FG;2-DE;2,200,474,813.4000000000001
39,lane_lane-FG;2-DE;2,250,1730,813.4000000000001
51,lane_net-JK;2-AD,50,84,816.2
51,lane_net-JK;2-AD,100,402,816.2
51,lane_net-JK;2-AD,150,213,816.2
51,lane_net-JK;2-AD,200,1042,816.2
