ID,Configuracao,Qnt. Veiculos,Custo Individual,Custo Medio
7,lane_net-EF;2-BC,50,110,213.4
7,lane_net-EF;2-BC,100,152,213.4
7,lane_net-EF;2-BC,150,210,213.4
7,lane_net-EF;2-BC,200,258,213.4
7,lane_net-EF;2-BC,250,337,213.4
32,lane_net-EF;2-BC,50,110,213.4
32,lane_net-EF;2-BC,100,152,213.4
32,lane_net-EF;2-BC,150,210,213.4
32,lane_net-EF;2-BC,200,258,213.4
32,lane_net-EF;2-BC,250,337,213.4
36,lane_lane-CK;2-EF;2,50,115,220.8
36,lane_lane-CK;2-EF;2,100,161,220.8
36,lane_lane-CK;2-EF;2,150,228,220.8
36,lane_lane-CK;2-EF;2,200,258,220.8
36,lane_lane-CK;2-EF;2,250,342,220.8
22,net_net-EL-HK,50,103,226.60000000000002
22,net_net-EL-HK,100,167,226.60000000000002
22,net_net-EL-HK,150,224,226.60000000000002
22,net_net-EL-HK,200,280,226.60000000000002
22,net_net-EL-HK,250,359,226.60000000000002
12,lane_lane-HL;2-EF;2,50,117,228.4
12,lane_lane-HL;2-EF;2,100,167,228.4
12,lane_lane-HL;2-EF;2,150,230,228.4
12,lane_lane-HL;2-EF;2,200,271,228.4
12,lane_lane-HL;2-EF;2,250,357,228.4
11,net_net-BG-EL,50,111,240.6
11,net_net-BG-EL,100,183,240.6
11,net_net-BG-EL,150,250,240.6
11,net_net-BG-EL,200,266,240.6
11,net_net-BG-EL,250,393,240.6
15,net_net-BG-FI,50,109,274.2
15,net_net-BG-FI,100,179,274.2
15,net_net-BG-FI,150,238,274.2
15,net_net-BG-FI,200,258,274.2
15,net_net-BG-FI,250,587,274.2
3,net_net-AF-FI,50,107,276.4
3,net_net-AF-FI,100,170,276.4
3,net_net-AF-FI,150,252,276.4
3,net_net-AF-FI,200,265,276.4
3,net_net-AF-FI,250,588,276.4
6,net_net-AF-EL,50,108,338.6
6,net_net-AF-EL,100,170,338.6
6,net_net-AF-EL,150,234,338.6
6,net_net-AF-EL,200,265,338.6
6,net_net-AF-EL,250,916,338.6
25,lane_net-DE;2-AD,50,104,351.0
25,lane_net-DE;2-AD,100,170,351.0
25,lane_net-DE;2-AD,150,253,351.0
25,lane_net-DE;2-AD,200,279,351.0
25,lane_net-DE;2-AD,250,949,351.0
29,lane_net-DE;2-BG,50,106,352.8
29,lane_net-DE;2-BG,100,170,352.8
29,lane_net-DE;2-BG,150,266,352.8
29,lane_net-DE;2-BG,200,275,352.8
29,lane_net-DE;2-BG,250,947,352.8
23,lane_net-FL;2-CJ,50,112,392.6
23,lane_net-FL;2-CJ,100,179,392.6
23,lane_net-FL;2-CJ,150,267,392.6
23,lane_net-FL;2-CJ,200,265,392.6
