ID,Configuracao,Qnt. Veiculos,Custo Individual,Custo Medio
78,lane_lane-EB;2-KH;2,50,70,429.79999999999995
78,lane_lane-EB;2-KH;2,100,122,429.79999999999995
78,lane_lane-EB;2-KH;2,150,169,429.79999999999995
78,lane_lane-EB;2-KH;2,200,907,429.79999999999995
78,lane_lane-EB;2-KH;2,250,881,429.79999999999995
38,lane_lane-HE;2-FI;2,50,88,458.79999999999995
38,lane_lane-HE;2-FI;2,100,126,458.79999999999995
38,lane_lane-HE;2-FI;2,150,451,458.79999999999995
38,lane_lane-HE;2-FI;2,200,776,458.79999999999995
38,lane_lane-HE;2-FI;2,250,853,458.79999999999995
6,lane_lane-EB;2-CF;2,50,86,468.0
6,lane_lane-EB;2-CF;2,100,116,468.0
6,lane_lane-EB;2-CF;2,150,435,468.0
6,lane_lane-EB;2-CF;2,200,818,468.0
6,lane_lane-EB;2-CF;2,250,885,468.0
52,lane_net-HE;2-FJ,50,89,493.0
52,lane_net-HE;2-FJ,100,408,493.0
52,lane_net-HE;2-FJ,150,151,493.0
52,lane_net-HE;2-FJ,200,753,493.0
52,lane_net-HE;2-FJ,250,1064,493.0
79,lane_net-HE;2-FJ,50,89,493.0
79,lane_net-HE;2-FJ,100,408,493.0
79,lane_net-HE;2-FJ,150,151,493.0
79,lane_net-HE;2-FJ,200,753,493.0
79,lane_net-HE;2-FJ,250,1064,493.0
62,lane_net-AC;2-FJ,50,81,508.6
62,lane_net-AC;2-FJ,100,390,508.6
62,lane_net-AC;2-FJ,150,444,508.6
62,lane_net-AC;2-FJ,200,754,508.6
62,lane_net-AC;2-FJ,250,874,508.6
19,lane_lane-FI;2-AC;2,50,88,510.79999999999995
19,lane_lane-FI;2-AC;2,100,387,510.79999999999995
19,lane_lane-FI;2-AC;2,150,465,510.79999999999995
19,lane_lane-FI;2-AC;2,200,756,510.79999999999995
19,lane_lane-FI;2-AC;2,250,858,510.79999999999995
51,lane_lane-KH;2-FI;2,50,80,519.6
51,lane_lane-KH;2-FI;2,100,119,519.6
51,lane_lane-KH;2-FI;2,150,427,519.6
51,lane_lane-KH;2-FI;2,200,813,519.6
51,lane_lane-KH;2-FI;2,250,1159,519.6
5,lane_net-LI;2-FJ,50,89,521.8
5,lane_net-LI;2-FJ,100,414,521.8
5,lane_net-LI;2-FJ,150,458,521.8
5,lane_net-LI;2-FJ,200,778,521.8
5,lane_net-LI;2-FJ,250,870,521.8
