ID,Configuracao,Qnt. Veiculos,Custo Individual,Custo Medio
28,net_net-AD-GL,50,98,278.8
28,net_net-AD-GL,200,288,278.8
28,net_net-AD-GL,250,640,278.8
30,net_net-AD-GL,250,640,278.8
30,net_net-AD-GL,50,98,278.8
28,net_net-AD-GL,150,209,278.8
30,net_net-AD-GL,100,159,278.8
30,net_net-AD-GL,150,209,278.8
28,net_net-AD-GL,100,159,278.8
30,net_net-AD-GL,200,288,278.8
16,net_net-AD-AF,50,99,331.6
20,net_net-AD-BG,200,262,331.6
20,net_net-AD-BG,100,164,331.6
31,net_net-AD-AF,150,221,331.6
31,net_net-AD-AF,200,261,331.6
35,net_net-AD-AF,100,175,331.6
35,net_net-AD-AF,150,221,331.6
35,net_net-AD-AF,50,99,331.6
35,net_net-AD-AF,250,902,331.6
25,net_net-AD-BG,150,228,331.6
31,net_net-AD-AF,250,902,331.6
16,net_net-AD-AF,150,221,331.6
35,net_net-AD-AF,200,261,331.6
31,net_net-AD-AF,100,175,331.6
25,net_net-AD-BG,50,112,331.6
16,net_net-AD-AF,100,175,331.6
20,net_net-AD-BG,50,112,331.6
25,net_net-AD-BG,250,892,331.6
25,net_net-AD-BG,100,164,331.6
20,net_net-AD-BG,150,228,331.6
20,net_net-AD-BG,250,892,331.6
16,net_net-AD-AF,200,261,331.6
16,net_net-AD-AF,250,902,331.6
31,net_net-AD-AF,50,99,331.6
25,net_net-AD-BG,200,262,331.6
10,net_net-AD-GJ,50,105,338.2
10,net_net-AD-GJ,100,174,338.2
29,net_net-AD-GJ,250,886,338.2
10,net_net-AD-GJ,150,259,338.2
10,net_net-AD-GJ,250,886,338.2
10,net_net-AD-GJ,200,267,338.2
29,net_net-AD-GJ,100,174,338.2
29,net_net-AD-GJ,50,105,338.2
29,net_net-AD-GJ,200,267,338.2
29,net_net-AD-GJ,150,259,338.2
4,net_net-BC-BG,200,263,357.4
4,net_net-BC-BG,250,988,357.4
4,net_net-BC-BG,150,246,357.4
4,net_net-BC-BG,50,115,357.4
4,net_net-BC-BG,100,175,357.4
22,net_net-AD-KM,200,265,389.4
2,net_net-AD-KM,200,265,389.4
33,net_net-AD-KM,100,158,389.4
33,net_net-AD-KM,200,265,389.4
22,net_net-AD-KM,250,1191,389.4
22,net_net-AD-KM,100,158,389.4
2,net_net-AD-KM,50,109,389.4
27,net_net-AD-KM,250,1191,389.4
33,net_net-AD-KM,50,109,389.4
2,net_net-AD-KM,250,1191,389.4
11,net_net-AD-KM,200,265,389.4
33,net_net-AD-KM,250,1191,389.4
27,net_net-AD-KM,100,158,389.4
11,net_net-AD-KM,150,224,389.4
2,net_net-AD-KM,100,158,389.4
33,net_net-AD-KM,150,224,389.4
34,net_net-AD-KM,250,1191,389.4
27,net_net-AD-KM,150,224,389.4
34,net_net-AD-KM,50,109,389.4
11,net_net-AD-KM,50,109,389.4
11,net_net-AD-KM,100,158,389.4
2,net_net-AD-KM,150,224,389.4
34,net_net-AD-KM,200,265,389.4
