ID,Configuracao,Qnt. Veiculos,Custo Individual,Custo Medio
25,lane_net-EF;2-KM,150,216,402.6
25,lane_net-EF;2-KM,200,485,402.6
25,lane_net-EF;2-KM,250,1089,402.6
25,lane_net-EF;2-KM,100,123,402.6
25,lane_net-EF;2-KM,50,100,402.6
53,lane_lane-DI;2-EF;2,100,146,414.6
52,lane_lane-DI;2-EF;2,200,466,414.6
9,lane_lane-DI;2-EF;2,250,894,414.6
53,lane_lane-DI;2-EF;2,200,466,414.6
9,lane_lane-DI;2-EF;2,200,466,414.6
52,lane_lane-DI;2-EF;2,150,477,414.6
53,lane_lane-DI;2-EF;2,50,90,414.6
52,lane_lane-DI;2-EF;2,100,146,414.6
9,lane_lane-DI;2-EF;2,50,90,414.6
53,lane_lane-DI;2-EF;2,250,894,414.6
9,lane_lane-DI;2-EF;2,150,477,414.6
9,lane_lane-DI;2-EF;2,100,146,414.6
52,lane_lane-DI;2-EF;2,50,90,414.6
53,lane_lane-DI;2-EF;2,150,477,414.6
52,lane_lane-DI;2-EF;2,250,894,414.6
28,lane_lane-FJ;2-EF;2,100,175,418.6
28,lane_lane-FJ;2-EF;2,250,1113,418.6
28,lane_lane-FJ;2-EF;2,200,458,418.6
28,lane_lane-FJ;2-EF;2,50,97,418.6
28,lane_lane-FJ;2-EF;2,150,250,418.6
45,lane_net-EF;2-JM,100,457,426.2
45,lane_net-EF;2-JM,250,909,426.2
45,lane_net-EF;2-JM,200,473,426.2
45,lane_net-EF;2-JM,150,195,426.2
45,lane_net-EF;2-JM,50,97,426.2
35,lane_net-EF;2-GL,150,437,451.6
48,lane_net-EF;2-GL,100,137,451.6
13,lane_net-EF;2-GL,200,468,451.6
13,lane_net-EF;2-GL,150,437,451.6
35,lane_net-EF;2-GL,50,87,451.6
48,lane_net-EF;2-GL,250,1129,451.6
13,lane_net-EF;2-GL,100,137,451.6
13,lane_net-EF;2-GL,50,87,451.6
35,lane_net-EF;2-GL,200,468,451.6
48,lane_net-EF;2-GL,50,87,451.6
13,lane_net-EF;2-GL,250,1129,451.6
35,lane_net-EF;2-GL,100,137,451.6
48,lane_net-EF;2-GL,200,468,451.6
35,lane_net-EF;2-GL,250,1129,451.6
48,lane_net-EF;2-GL,150,437,451.6
49,lane_lane-EF;2-CK;2,250,1393,455.6
46,lane_lane-EF;2-CK;2,250,1393,455.6
46,lane_lane-EF;2-CK;2,200,478,455.6
46,lane_lane-EF;2-CK;2,150,165,455.6
23,lane_lane-EF;2-CK;2,200,478,455.6
46,lane_lane-EF;2-CK;2,100,154,455.6
23,lane_lane-EF;2-CK;2,150,165,455.6
49,lane_lane-EF;2-CK;2,200,478,455.6
23,lane_lane-EF;2-CK;2,250,1393,455.6
23,lane_lane-EF;2-CK;2,50,88,455.6
49,lane_lane-EF;2-CK;2,150,165,455.6
49,lane_lane-EF;2-CK;2,100,154,455.6
23,lane_lane-EF;2-CK;2,100,154,455.6
49,lane_lane-EF;2-CK;2,50,88,455.6
46,lane_lane-EF;2-CK;2,50,88,455.6
5,lane_lane-EF;2-AE;2,100,133,467.4
5,lane_lane-EF;2-AE;2,150,191,467.4
5,lane_lane-EF;2-AE;2,50,94,467.4
5,lane_lane-EF;2-AE;2,250,1423,467.4
5,lane_lane-EF;2-AE;2,200,496,467.4
55,lane_net-EF;2-BG,100,134,468.8
55,lane_net-EF;2-BG,250,1461,468.8
55,lane_net-EF;2-BG,50,93,468.8
55,lane_net-EF;2-BG,150,188,468.8
55,lane_net-EF;2-BG,200,468,468.8
16,lane_lane-CM;2-EF;2,250,1205,536.6
16,lane_lane-CM;2-EF;2,150,448,536.6
16,lane_lane-CM;2-EF;2,50,88,536.6
16,lane_lane-CM;2-EF;2,200,502,536.6
16,lane_lane-CM;2-EF;2,100,440,536.6
54,lane_net-EF;2-FI,250,1426,571.4
54,lane_net-EF;2-FI,200,710,571.4
54,lane_net-EF;2-FI,50,83,571.4
54,lane_net-EF;2-FI,150,478,571.4
54,lane_net-EF;2-FI,100,160,571.4
27,lane_lane-EF;2-BH;2,200,494,575.2
