ID,Configuracao,Qnt. Veiculos,Custo Individual,Custo Medio
42,lane_lane-JK;2-KH;2,50,79,413.8
42,lane_lane-JK;2-KH;2,100,114,413.8
42,lane_lane-JK;2-KH;2,150,193,413.8
42,lane_lane-JK;2-KH;2,200,526,413.8
42,lane_lane-JK;2-KH;2,250,1157,413.8
38,lane_lane-LI;2-AC;2,50,88,456.79999999999995
38,lane_lane-LI;2-AC;2,100,112,456.79999999999995
38,lane_lane-LI;2-AC;2,150,453,456.79999999999995
38,lane_lane-LI;2-AC;2,200,761,456.79999999999995
38,lane_lane-LI;2-AC;2,250,870,456.79999999999995
51,lane_lane-FI;2-GD;2,50,85,529.8
51,lane_lane-FI;2-GD;2,100,354,529.8
51,lane_lane-FI;2-GD;2,150,433,529.8
51,lane_lane-FI;2-GD;2,200,711,529.8
51,lane_lane-FI;2-GD;2,250,1066,529.8
32,lane_lane-KM;2-AB;2,50,77,547.0
32,lane_lane-KM;2-AB;2,100,389,547.0
32,lane_lane-KM;2-AB;2,150,390,547.0
32,lane_lane-KM;2-AB;2,200,991,547.0
32,lane_lane-KM;2-AB;2,250,888,547.0
59,lane_net-JM;2-GI,50,79,548.8
59,lane_net-JM;2-GI,100,396,548.8
59,lane_net-JM;2-GI,150,427,548.8
59,lane_net-JM;2-GI,200,758,548.8
59,lane_net-JM;2-GI,250,1084,548.8
49,lane_net-JL;2-FJ,50,81,553.8000000000001
49,lane_net-JL;2-FJ,100,407,553.8000000000001
49,lane_net-JL;2-FJ,150,675,553.8000000000001
49,lane_net-JL;2-FJ,200,768,553.8000000000001
49,lane_net-JL;2-FJ,250,838,553.8000000000001
56,lane_net-GH;2-FJ,50,80,554.6
56,lane_net-GH;2-FJ,100,380,554.6
56,lane_net-GH;2-FJ,150,449,554.6
56,lane_net-GH;2-FJ,200,1092,554.6
56,lane_net-GH;2-FJ,250,772,554.6
6,lane_net-AB;2-GI,50,89,557.4
6,lane_net-AB;2-GI,100,131,557.4
6,lane_net-AB;2-GI,150,452,557.4
6,lane_net-AB;2-GI,200,1038,557.4
6,lane_net-AB;2-GI,250,1077,557.4
12,lane_net-AB;2-GI,50,89,557.4
12,lane_net-AB;2-GI,100,131,557.4
12,lane_net-AB;2-GI,150,452,557.4
12,lane_net-AB;2-GI,200,1038,557.4
12,lane_net-AB;2-GI,250,1077,557.4
60,lane_lane-EB;2-HE;2,50,89,568.0
60,lane_lane-EB;2-HE;2,100,133,568.0
60,lane_lane-EB;2-HE;2,150,672,568.0
60,lane_lane-EB;2-HE;2,200,812,568.0
60,lane_lane-EB;2-HE;2,250,1134,568.0
17,lane_net-DE;2-FJ,50,88,568.2
17,lane_net-DE;2-FJ,100,393,568.2
17,lane_net-DE;2-FJ,150,444,568.2
17,lane_net-DE;2-FJ,200,807,568.2
17,lane_net-DE;2-FJ,250,1109,568.2
33,lane_net-FI;2-FJ,50,82,570.2
33,lane_net-FI;2-FJ,100,386,570.2
33,lane_net-FI;2-FJ,150,465,570.2
33,lane_net-FI;2-FJ,200,793,570.2
33,lane_net-FI;2-FJ,250,1125,570.2
36,lane_lane-CF;2-KH;2,50,72,570.2
36,lane_lane-CF;2-KH;2,100,127,570.2
36,lane_lane-CF;2-KH;2,150,408,570.2
36,lane_lane-CF;2-KH;2,200,816,570.2
36,lane_lane-CF;2-KH;2,250,1428,570.2
13,lane_lane-LI;2-KM;2,50,83,571.5999999999999
13,lane_lane-LI;2-KM;2,100,393,571.5999999999999
13,lane_lane-LI;2-KM;2,150,431,571.5999999999999
13,lane_lane-LI;2-KM;2,200,786,571.5999999999999
13,lane_lane-LI;2-KM;2,250,1165,571.5999999999999
15,lane_net-DC;2-GI,50,81,592.8
15,lane_net-DC;2-GI,100,674,592.8
15,lane_net-DC;2-GI,150,446,592.8
15,lane_net-DC;2-GI,200,742,592.8
15,lane_net-DC;2-GI,250,1021,592.8
53,lane_lane-GF;2-EB;2,50,89,593.8
53,lane_lane-GF;2-EB;2,100,131,593.8
53,lane_lane-GF;2-EB;2,150,452,593.8
53,lane_lane-GF;2-EB;2,200,1135,593.8
53,lane_lane-GF;2-EB;2,250,1162,593.8
22,lane_net-JK;2-FJ,50,77,598.8
22,lane_net-JK;2-FJ,100,364,598.8
22,lane_net-JK;2-FJ,150,409,598.8
22,lane_net-JK;2-FJ,200,1047,598.8
22,lane_net-JK;2-FJ,250,1097,598.8
9,lane_net-AD;2-FJ,50,78,600.0
9,lane_net-AD;2-FJ,100,396,600.0
9,lane_net-AD;2-FJ,150,430,600.0
9,lane_net-AD;2-FJ,200,1026,600.0
9,lane_net-AD;2-FJ,250,1070,600.0
43,lane_net-AD;2-FJ,50,78,600.0
43,lane_net-AD;2-FJ,100,396,600.0
43,lane_net-AD;2-FJ,150,430,600.0
43,lane_net-AD;2-FJ,200,1026,600.0
43,lane_net-AD;2-FJ,250,1070,600.0
47,lane_net-AD;2-FJ,50,78,600.0
47,lane_net-AD;2-FJ,100,396,600.0
47,lane_net-AD;2-FJ,150,430,600.0
47,lane_net-AD;2-FJ,200,1026,600.0
47,lane_net-AD;2-FJ,250,1070,600.0
31,lane_net-GC;2-GI,50,71,604.2
31,lane_net-GC;2-GI,100,378,604.2
31,lane_net-GC;2-GI,150,444,604.2
31,lane_net-GC;2-GI,200,757,604.2
31,lane_net-GC;2-GI,250,1371,604.2
52,lane_lane-GC;2-EB;2,50,76,613.0
52,lane_lane-GC;2-EB;2,100,122,613.0
52,lane_lane-GC;2-EB;2,150,461,613.0
52,lane_lane-GC;2-EB;2,200,773,613.0
52,lane_lane-GC;2-EB;2,250,1633,613.0
23,lane_net-KM;2-GI,50,85,627.0
23,lane_net-KM;2-GI,100,406,627.0
23,lane_net-KM;2-GI,150,421,627.0
23,lane_net-KM;2-GI,200,1104,627.0
23,lane_net-KM;2-GI,250,1119,627.0
41,lane_lane-LI;2-HE;2,50,91,627.8000000000001
41,lane_lane-LI;2-HE;2,100,402,627.8000000000001
41,lane_lane-LI;2-HE;2,150,725,627.8000000000001
41,lane_lane-LI;2-HE;2,200,798,627.8000000000001
41,lane_lane-LI;2-HE;2,250,1123,627.8000000000001
29,lane_net-JG;2-GI,50,70,628.8
29,lane_net-JG;2-GI,100,373,628.8
29,lane_net-JG;2-GI,150,680,628.8
29,lane_net-JG;2-GI,200,1001,628.8
29,lane_net-JG;2-GI,250,1020,628.8
20,lane_lane-GD;2-AB;2,50,80,639.6
20,lane_lane-GD;2-AB;2,100,382,639.6
20,lane_lane-GD;2-AB;2,150,672,639.6
20,lane_lane-GD;2-AB;2,200,1010,639.6
20,lane_lane-GD;2-AB;2,250,1054,639.6
34,lane_net-JK;2-GI,50,79,640.6
34,lane_net-JK;2-GI,100,368,640.6
34,lane_net-JK;2-GI,150,673,640.6
34,lane_net-JK;2-GI,200,1285,640.6
34,lane_net-JK;2-GI,250,798,640.6
2,lane_lane-JK;2-KM;2,50,84,643.8
2,lane_lane-JK;2-KM;2,100,376,643.8
2,lane_lane-JK;2-KM;2,150,395,643.8
2,lane_lane-JK;2-KM;2,200,1051,643.8
2,lane_lane-JK;2-KM;2,250,1313,643.8
14,lane_lane-JG;2-GF;2,50,80,644.1999999999999
14,lane_lane-JG;2-GF;2,100,374,644.1999999999999
14,lane_lane-JG;2-GF;2,150,433,644.1999999999999
14,lane_lane-JG;2-GF;2,200,1276,644.1999999999999
14,lane_lane-JG;2-GF;2,250,1058,644.1999999999999
8,lane_net-GC;2-FJ,50,73,644.8
8,lane_net-GC;2-FJ,100,388,644.8
8,lane_net-GC;2-FJ,150,417,644.8
8,lane_net-GC;2-FJ,200,1009,644.8
8,lane_net-GC;2-FJ,250,1337,644.8
4,lane_net-DB;2-FJ,50,335,651.2
4,lane_net-DB;2-FJ,100,644,651.2
4,lane_net-DB;2-FJ,150,431,651.2
4,lane_net-DB;2-FJ,200,1032,651.2
4,lane_net-DB;2-FJ,250,814,651.2
35,lane_lane-GC;2-HE;2,50,73,656.0
35,lane_lane-GC;2-HE;2,100,378,656.0
35,lane_lane-GC;2-HE;2,150,706,656.0
35,lane_lane-GC;2-HE;2,200,755,656.0
35,lane_lane-GC;2-HE;2,250,1368,656.0
27,lane_lane-DB;2-JI;2,50,337,657.0
27,lane_lane-DB;2-JI;2,100,643,657.0
27,lane_lane-DB;2-JI;2,150,447,657.0
27,lane_lane-DB;2-JI;2,200,764,657.0
27,lane_lane-DB;2-JI;2,250,1094,657.0
21,lane_net-HE;2-GI,50,81,665.4000000000001
21,lane_net-HE;2-GI,100,404,665.4000000000001
21,lane_net-HE;2-GI,150,698,665.4000000000001
21,lane_net-HE;2-GI,200,1075,665.4000000000001
